id;translation;levelRequired;iconId;classType
2181;Magic Egg;-68;2181;0
2182;Chocolate;-48;2182;0
2183;none;-48;1197;0
2184;N (Event);-56;1107;0
2185;O (Event);-56;1108;0
2186;S (Event);44;1109;0
2187;Special Pet Food;14;2187;0
2188;Sunset Teleport;1;2188;0
2189;Building Block;0;1202;0
2190;Seed of Life;0;2106;0
2191;Chicken Egg;0;2181;0
2192;Carp;0;2192;0
2193;Orichalcum;0;1832;0
2194;Rare Leaf;0;2194;0
2195;Grub;0;1180;0
2196;Mackerel;0;2196;0
2197;Hammer;0;1220;0
2198;Axe;0;2198;0
2199;Mithrill Ore;0;1179;0
2200;Needle;0;2200;0
2201;Diamond;0;2201;0
2202;Branch of the Worldly Wood;0;2202;0
2203;Magic Powder;0;1209;0
2204;Whale;0;2204;0
2205;Mysterious Stone;0;1225;0
2206;Apple;0;2206;0
2207;Golden Feather;0;1099;0
2208;Bobbin;0;2208;0
2209;Pyrostone;0;1194;0
2210;Aquastone;0;1193;0
2211;Photostone;0;1191;0
2212;Shadowstone;0;1192;0
2213;Legendary Metal;0;2213;0
2214;Legendary Wood;0;2214;0
2215;Legendary Cloth;0;2215;0
2216;Legendary Leather;0;2216;0
2217;Halite;0;2217;0
2218;Blue Mane;0;2218;0
2219;Rotten Fruit;0;2219;0
2220;Golden Fruit;0;2220;0
2221;Locomotive;0;2221;0
2222;Polluted Bark;0;2222;0
2223;Gold Bark;0;2223;0
2224;Cursed Root;0;2224;0
2225;Giant Nut;0;2225;0
2226;Stained Arrow Tip;0;2226;0
2227;Yak's Horseshoe;0;2227;0
2228;Mole Cricket Leg;0;2228;0
2229;Gold Mushroom;0;2229;0
2230;Giant Bolt;0;2230;0
2231;Broken Sword;0;2231;0
2232;Giant Molar;0;2232;0
2233;Gold Moss;0;2233;0
2234;Mole's Tail;0;2234;0
2235;Crystal Pearl;0;2235;0
2236;Doomed Pearl;0;2236;0
2237;Violet Pearl;0;2237;0
2238;Blood Pearl;0;2238;0
2239;Pumpkin Pearl;0;2239;0
2240;Gold Pearl;0;2240;0
2241;Crab Claw;0;2241;0
2242;Luminous Antenna;0;2242;0
2243;Gear;0;2243;0
2244;Rotting Bark;0;2222;0
2245;Polluted Root;0;2224;0
2246;Rat's Tail;0;2234;0
2247;Glowing Antenna;0;2242;0
2248;Tree Leaf;0;201;0
2249;Flame Crystal Gem;0;1031;0
2250;Water Wave Crystal Gem;0;1032;0
2251;Wind Crystal Gem;0;1033;0
2252;Doomed Skull;0;1101;0
2253;Yak Antlers;0;1145;0
2254;Black Armour Piece;0;1151;0
2255;Black Powder;0;1172;0
2256;Red Branch;0;1177;0
2257;Lump of Mud;0;1200;0
2258;Glittering Sand;0;1209;0
2259;Sharp Paw;0;1213;0
2260;Wish Crystal;0;1223;0
2261;Black Gemstone;0;1229;0
2262;Polluted Stem;0;1231;0
2263;Basilisk Heart;0;1254;0
2264;Skin Flake;0;1258;0
2265;Moth Powder;0;1259;0
2266;Wood Spirit Crystal;0;1263;0
2267;Golden Leaf;0;1264;0
2268;Fir Sap;0;1267;0
2269;Hardened Heart;0;1295;0
2270;Lizard Skin;0;2022;0
2271;Brown Mane;0;2073;0
2272;Hard Shell;0;2075;0
2273;Giant Cell Clump;0;2076;0
2274;Glowing Bag;0;2093;0
2275;Sandstone;0;2105;0
2276;Leech Tooth;0;2172;0
2277;Clotted Blood;0;2177;0
2278;Green Gel;0;2180;0
2279;Polluted Sap;0;2180;0
2280;Dye Bomb;30;2280;0
2281;Pumpkin;-12;2281;0
2282;Angel's Feather;0;2282;0
2283;Shining Green Soul;0;2283;0
2284;Shining Red Soul;0;2284;0
2285;Shining Blue Soul;0;2285;0
2286;Cake;-48;2286;0
2287;Hot Chocolate;-24;2175;0
2288;Cheese Sandwich;-112;2288;0
2289;Spare Ribs;-36;2289;0
2290;Fruit Tart;0;2290;0
2291;Fruit Omelette;0;2291;0
2292;Hamburger;-12;2292;0
2293;Steak;-48;2293;0
2294;Sweet Syrup;0;2294;0
2295;Spices;0;2295;0
2296;Water;0;2296;0
2297;Holy Crystal Ball of Reputation;14;1064;0
2298;Boiled Egg;-68;2298;0
2299;Muffin;44;1801;0
2300;Slice of Pizza;94;1802;0
2301;Icicle with Syrup;-112;1803;0
2302;Ice Lolly;-62;1804;0
2303;Ice Cream Cone;38;2303;0
2304;Coffee and Doughnut;-30;2304;0
2305;Baguette;-36;2305;0
2306;Sundae;8;2306;0
2307;Ice Cubes;0;2307;0
2308;Milk;0;2308;0
2309;Fruit Ice Cream;0;2309;0
2310;Chocolate Ice Cream;-48;2310;0
2311;Base Teleporter;1;2311;0
2312;Wing of Friendship (Event);0;2160;0
2313;Partner Medicine (Event);12;2159;0
2314;Pumpkin;-24;2281;0
2315;Delicious Rye Bread;-24;2373;0
2316;none;0;1134;0
2317;none;0;1134;0
2318;none;0;1134;0
2319;none;0;1134;0
2320;Raid Certificate;0;1523;0
2321;Pirate Pet Trainer (Event);0;2332;0
2322;Yellow Pumpkin Sweet (Event);-48;768;0
2323;Scary Pet Trainer (Event);0;2332;0
2324;Black Pumpkin Sweet (Event);0;769;0
2325;Strange Pet Food;16;1445;0
2326;Chocolate Cake;0;1534;0
2327;Fresh Cream Cake;-48;2286;0
2328;Rudolph's Pet Trainer;0;1535;0
2329;Partner's Guardian Angel;0;1453;0
2330;Tiny Lump of Gold;0;2644;0
2331;Small Lump of Gold;0;2645;0
2332;Large Lump of Gold;0;2646;0
2333;Giant Lump of Gold;0;2647;0
2336;Cake;-24;2286;0
2337;Rice Cake Soup;-72;2176;0
2338;Lucky Charm;0;2096;0
2339;Flame Crystal;0;2339;0
2341;none;0;2341;0
2342;none;0;2342;0
2343;none;0;2343;0
2344;none;0;2344;0
2345;none;0;2345;0
2346;none;0;2346;0
2347;Broken Relic Piece;0;2347;0
2348;Shiny Violet Gemstone;0;2348;0
2349;Shiny Sky Blue Gemstone;0;2349;0
2350;Prickly Pear;-68;2350;0
2351;Burning Chicken;-60;2351;0
2352;Hot Leather;0;2047;0
2353;Hot Fabric;0;2043;0
2354;Hot Wood;0;2039;0
2355;Hot Silver Thread;0;2208;0
2356;Hot Golden Thread;0;2208;0
2357;Godly Magic Crystal;0;2239;0
2358;Dark Magic Crystal;0;2236;0
2359;Godly Crystal;0;1194;0
2360;Dark Crystal;0;1192;0
2367;Violet Pumpkin Stone;0;2367;0
2368;Orange Pumpkin Stone;0;2368;0
2369;Light Blue Pumpkin Stone;0;2369;0
2370;Akamur Mask Piece;0;2370;0
2371;Desert Robber Mask Piece;0;2371;0
2372;Akamur Badge;0;2372;0
2373;Dried-Up Rye Bread;-68;2373;0
2374;Oasis Spring Water;44;2374;0
2375;Hot Lamb Skewer;-24;2375;0
2376;Refreshing Groundwater;-12;2376;0
2377;Hot Cocoa;0;2377;0
2378;Cold Cocoa;-60;2378;0
2379;Lamb;0;2379;0
2380;Groundwater;0;2380;0
2381;Huge Strawberry Box;0;2381;0
2382;Ripe Grape Box;0;2382;0
2383;Red Apple Box;0;2383;0
2384;Wing of Return (Desert);1;2384;0
2385;Bag of Poisoned Prickly Pears;0;1738;0
2386;Priest's Incense Stick;0;1774;0
2387;Monk's Incense Stick;0;1774;0
2388;Clergyman's Incense Stick;0;1774;0
2389;Treasure Hunter's Incense Stick;0;1774;0
2390;Medicine Bottle;0;1765;0
2391;Sand Fairy Essence;0;1765;0
2392;Wind Fairy Essence;0;1765;0
2393;Earth Elf Essence;0;1765;0
2394;Hot Lump of Metal;0;2035;0
2395;Blue Gem;0;2352;0
2396;Green Gem;0;2353;0
2397;Yellow Gem;0;2354;0
2399;Golden New Year's Carrot (Event);0;1520;0
2400;Fresh Carrot Juice (Event);-120;1888;0
2401;Tasty Carrot Snack (Event);-48;1519;0
2404;Evolution Fruit (Event);0;2346;0
2405;Chocolate Rabbit (Event);-48;2405;0
2418;Mysterious Hair Dye;10;2399;0
2419;NosMate Summoning Book;17;2561;0
2420;Summoning Horn;0;2014;0
2421;Strange Partner Food;18;2580;0
2422;Delicious Watermelon;-48;2618;0
2423;Bean Rice Cake;-120;2670;0
2424;Cure;-120;1251;0
2425;Ginseng Leaf;-120;2715;0
2426;Carrot;-12;2712;0
2427;Zenas' Egg;0;2834;0
2428;Glorious Multicoloured Acorn;0;2925;0
2429;Erenia's Egg;0;2836;0
2431;Fernon's Ei;0;2838;0
2433;Holy Water of the Order;0;1154;0
2434;Twilight Essence;0;2840;0
2435;Abyssal Essence;0;2841;0
2436;Sellaim's Essence;0;2842;0
2437;Woondine's Essence;0;2843;0
2438;Eperial's Essence;0;2844;0
2439;Turik's Essence;0;2845;0
2440;Elkaim's Essence;0;2846;0
2441;Ladine's Essence;0;2847;0
2442;Rumial's Essence;0;2848;0
2443;Varik's Essence;0;2849;0
2444;Fairy King's Essence;0;2850;0
2445;Frost Crystal;0;2852;0
2446;Fragment of the Fernon Tree;0;2853;0
2447;Sealant;0;2854;0
2448;Coolant;0;2855;0
2449;Pure Mithril;0;2856;0
2450;Adamantium;0;2857;0
2451;Ertel;0;2858;0
2452;Fernon's Energy;0;2859;0
2453;Fernon's Essence;0;2860;0
2454;Bloodstained Bandage;0;2875;0
2455;Uncomfortable Clothing;0;2876;0
2456;Lingering Malice;0;2877;0
2457;Shining Dowsing Rod;4;2155;0
2458;Ancient Dowsing Rod;4;2104;0
2500;Grenigas Weapons Parchment;0;2443;0
2501;Grenigas Secondary Weapons Parchment;0;2444;0
2502;Grenigas Armour Parchment;0;2445;0
2503;Earth Element;0;2446;0
2504;Spring Water;0;2447;0
2505;Earth Crystal;0;2448;0
2506;Blazing Piece of Red Metal;0;2449;0
2507;Ancient Civilisation Tablet;0;1787;0
2508;Kertos' Pattern;0;1768;0
2509;Katol's Pattern;0;1785;0
2510;Grail's Pattern;0;1791;0
2511;Dragon Skin;0;2550;0
2512;Dragon Blood;0;2549;0
2513;Dragon Heart;0;2548;0
2514;Small Ruby of Completion;0;2601;0
2515;Small Sapphire of Completion;0;2603;0
2516;Small Obsidian of Completion;0;2602;0
2517;Small Topaz of Completion;0;2604;0
2518;Ruby of Completion;0;2597;0
2519;Sapphire of Completion;0;2599;0
2520;Obsidian of Completion;0;2598;0
2521;Topaz of Completion;0;2600;0
2522;Draco's Claw;0;2605;0
2523;Glacerus' Mane;0;2606;0
2524;Bean Flour Cake;0;2677;0
2525;Bolt (Event);0;2965;0
2526;Nut (Event);0;2966;0
2527;Speed Booster Upgrade Kit;0;2967;0
2528;Magic Cube (Event);0;2981;0
2529;Magic Cube (Event);0;2981;0
2530;Magic Cube (Event);0;2981;0
2531;Magic Cube (Event);0;2981;0
2532;Broken Key (Catacombs Exit);0;2982;0
2533;Savage Dyes;31;2987;0
2534;Jelly Rolls Hair Wax;11;2983;0
2535;Faux Hawk Undercut Hair Wax;11;2984;0
2536;French Braid Hair Wax;11;2985;0
2537;Choppy Bangs Hair Wax;11;2986;0
2539;Cuarry Bank Debit Card;0;2992;0
2600;Glob of Slime;0;2907;0
2601;Familiar Mask;0;2335;0
2602;Broken Key;0;2340;0
2603;Dragon's Breath;0;2916;0
2604;Pure Essence of Fire;0;2908;0
2605;Fafnir's Energy;0;2917;0
2606;Fafnir's Horn;0;2909;0
2607;Fafnir's Heart;0;2910;0
2608;Fafnir's Molar;0;2911;0
2609;Fafnir's Scale;0;2913;0
2610;Ancient Coin Bag;0;2912;0
2611;Fafnir's Bugle;1;2914;0
2797;Shining Parchment Scroll;0;2865;0
2798;Parchment Scroll;0;2865;0
2799;Mithril Medal;0;2886;0
2800;Gold Medal;0;2611;0
2801;Silver Medal;0;2612;0
2802;Team Arena Snack;-84;1522;0
2803;Element of Balance;0;2757;0
2804;Essence of Balance;0;2756;0
2805;Crystal of Balance;0;2755;0
2806;Relic of the First Tribes;0;2733;0
2807;Intact Relic of the First Tribes;0;2752;0
2808;Mark of the Zealot;0;2734;0
2809;Bacoom Horn;0;2738;0
2810;Bacoom Tail;0;2737;0
2811;Damaged Orichalcum;0;2740;0
2812;Intact Orichalcum;0;2753;0
2813;Floatstone;0;2851;0
2814;Silk;0;2741;0
2815;Soul of Innocence;0;2743;0
2816;Unidentified Metal;0;2748;0
2817;Unknown Sanctuary;0;2749;0
2818;Silver Thread;0;2754;0
2819;Golden Thread;0;2758;0
2820;[Beginner] PvP Damage Boost;99;2797;0
2821;[Intermediate] PvP Damage Boost;99;2797;0
2822;[Advanced] PvP Damage Boost;99;2797;0
2823;[Expert] PvP Damage Boost;99;2797;0
2824;[Beginner] PvP Defence Boost;99;2798;0
2825;[Intermediate] PvP Defence Boost;99;2798;0
2826;[Advanced] PvP Defence Boost;99;2798;0
2827;[Expert] PvP Defence Boost;99;2798;0
2828;Journal of the Forgotten Hero D (1);99;2799;0
2829;Journal of the Forgotten Hero S (1);99;2799;0
2830;Journal of the Forgotten Hero J (1);99;2799;0
2831;Journal of the Forgotten Hero M (1);99;2799;0
2832;Journal of the Unknown Hero (1);99;2799;0
2833;Defensive Strategy of Lord Cuarry's Knights (1);99;2799;0
2834;Attack Strategy of Lord Cuarry's Knights (1);99;2799;0
2835;Fairy Affinity (1);99;2799;0
2836;Aurelius Roshu's Primordial History (1);99;2799;0
2837;Journal of the Akamur Merchants (1);99;2799;0
2838;Special;0;0;0
2839;Journal of the Forgotten Hero D (2);99;2799;0
2840;Journal of the Forgotten Hero S (2);99;2799;0
2841;Journal of the Forgotten Hero J (2);99;2799;0
2842;Journal of the Forgotten Hero M (2);99;2799;0
2843;Journal of the Unknown Hero (2);99;2799;0
2844;Defensive Strategy of Lord Cuarry's Knights (2);99;2799;0
2845;Attack Strategy of Lord Cuarry's Knights (2);99;2799;0
2900;Broken Diamond;0;2454;0
2901;Intact Diamond;0;2455;0
3000;Residence;0;3000;0
3001;Farmhouse;25;3001;0
3002;Travel Tent;0;3002;0
3003;Cottage;0;3003;0
3004;Small Warehouse;14;3104;0
3005;Medium Warehouse;21;3005;0
3006;Steel Terrace Lamp;0;3006;0
3007;Bronze Terrace Lamp;0;3007;0
3008;Bonsai in a Round Pot;0;3008;0
3009;Bonsai in a Square Pot;0;3009;0
3010;Bonsai in Lotus-Shaped Pot;0;3010;0
3011;Tomato Plant;0;3011;0
3012;Yellow Tomato Plant;0;3012;0
3013;Tomato Plant in Terracotta Pot;0;3013;0
3014;Yellow Tomato Plant in Terracotta Pot;0;3014;0
3015;White Shelf;0;3015;0
3016;Pink Shelf;0;3016;0
3017;Marble Wooly Sculpture;0;3017;0
3018;Golden Wooly Sculpture;0;3018;0
3019;NotUse;0;3019;0
3020;Orange Flowers in White Tub;3;3020;0
3021;Colourful Flowers in Brown Tub;3;3021;0
3022;Orange Flowers in Brown Tub;3;3022;0
3023;Colourful Flowers in White Tub;3;3023;0
3024;Bronze Dryad Sculpture;12;3024;0
3025;Green Dryad Sculpture;12;3025;0
3026;Modern Bronze Lantern;6;3026;0
3027;Modern Steel Lantern;6;3027;0
3028;White Parasol;4;3028;0
3029;Striped Parasol;4;3029;0
3030;Pink Parasol;4;3030;0
3031;Starry Parasol;4;3031;0
3032;Dark Green Bush;1;3032;0
3033;Bush with Yellow Fruits;1;3033;0
3034;Light Green Bush;1;3034;0
3035;Bush with Red Fruits;1;3035;0
3036;White Lily in Blue Pot;0;3036;0
3037;White Lily in Terracotta Pot;0;3037;0
3038;White Lily in Green Pot;0;3038;0
3039;Yellow Lily in Blue Pot;0;3039;0
3040;Yellow Lily in Terracotta Pot;0;3040;0
3041;Yellow Lily in Green Pot;0;3041;0
3042;Red Lily in Blue Pot;0;3042;0
3043;Red Lily in Terracotta Pot;0;3043;0
3044;Red Lily in Green Pot;0;3044;0
3045;Purple Hyacinth in Blue Pot;0;3045;0
3046;Purple Hyacinth in Terracotta Pot;0;3046;0
3047;Purple Hyacinth in Green Pot;0;3047;0
3048;Pink Hyacinth in Blue Pot;0;3048;0
3049;Pink Hyacinth in Terracotta Pot;0;3049;0
3050;Pink Hyacinth in Green Pot;0;3050;0
3051;Dusky Pink Hyacinth in Blue Pot;0;3051;0
3052;Dusky Pink Hyacinth in Terracotta Pot;0;3052;0
3053;Dusky Pink Hyacinth in Green Pot;0;3053;0
3054;Elephant Sculpture;0;3054;0
3055;Hamster Sculpture;8;3055;0
3056;Little Pink Picnic Set;4;3056;0
3057;Bushtail Sculpture;0;3057;0
3058;NotUse;0;3058;0
3059;Romantic Pond;0;3059;0
3060;NotUse;0;3060;0
3061;NotUse;0;3061;0
3062;NotUse;0;3062;0
3063;Flower Bed of Red Roses;0;3063;0
3064;Flower Bed of White Roses;0;3064;0
3065;NotUse;0;3065;0
3066;NotUse;0;3066;0
3067;NotUse;0;3067;0
3068;NotUse;0;3068;0
3069;Small Tent;0;3069;0
3070;Pink Carpet;0;3070;0
3071;Green Carpet;0;3071;0
3072;Decorative Granite Stone;0;3072;0
3073;Decorative Quartz Stone;0;3073;0
3074;Light Decorative Rocks;0;3074;0
3075;Dark Decorative Rocks;0;3075;0
3076;NotUse;0;3076;0
3077;NotUse;0;3077;0
3078;Antique Tea Table;0;3078;0
3079;Luxury Tea Table;0;3079;0
3080;Mahogany Banquet Table;0;3080;0
3081;Pine Banquet Table;0;3081;0
3082;Marble Dinner Table;0;3082;0
3083;Cherry Wood Dinner Table;0;3083;0
3084;Pink Birthday Party Table;0;3084;0
3085;Orange Birthday Party Table;0;3085;0
3086;Dark Green Tree;0;3086;0
3087;Tree with Red Fruit;0;3087;0
3088;Tree with Yellow Fruit;0;3088;0
3089;Light Green Tree;0;3089;0
3090;Chestnut Pot with Violas;0;3090;0
3091;Chestnut Pot with Summer Flowers;0;3091;0
3092;Chestnut Pot with Pink Flowers;0;3092;0
3093;Oak Pot with Violas;0;3093;0
3094;Oak Pot with Summer Flowers;0;3094;0
3095;Oak Pot with Pink Flowers;0;3095;0
3096;Heart of Red Roses;0;3096;0
3097;Heart of White Roses;0;3097;0
3098;Blue Luxury Picnic Set;0;3098;0
3099;Red Luxury Picnic Set;0;3099;0
3100;Golden Fox Sculpture;0;3100;0
3101;Marble Fox Sculpture;0;3101;0
3102;Large Warehouse;35;3102;0
3103;Beach House;0;3103;0
3104;Tiny Warehouse;7;3104;0
3105;NotUse;0;1500;0
3106;Garden Shed;0;1500;0
3107;NotUse;0;3107;0
3108;Antique Steel Lantern;0;3108;0
3109;Antique Bronze Lantern;0;3109;0
3110;Tree with Orange Fruit;0;3110;0
3111;Tree with Pink Fruit;0;3111;0
3112;Extra Large Warehouse (30 Days);56;3112;0
3113;Christmas Tree;0;3113;0
3114;Christmas Decoration;0;3114;0
3115;NotUse;0;3115;0
3116;Extra Large Warehouse (Permanent);56;3112;0
3117;Basic Quarry;-72;3117;0
3118;Basic Sawmill;-72;3118;0
3119;Basic Firing Range;-72;3119;0
3120;Basic Fishpond;-72;3120;0
3121;Good Quarry;112;3121;0
3122;Good Sawmill;112;3122;0
3123;Good Firing Range;112;3123;0
3124;Good Fishpond;112;3124;10
3125;Great Quarry;-32;3125;0
3126;Great Sawmill;-32;3126;0
3127;Great Firing Range;-32;3127;0
3128;Great Fishpond;-32;3128;0
3129;Airwaves;0;3129;0
3130;Typewriter;-32;3130;0
3131;Memory Table;-32;3131;0
3132;Residence;0;3000;0
3133;Farmhouse;25;3001;0
3134;Travel Tent;0;3002;0
3135;none;0;3135;0
3136;Cottage;0;3003;0
3137;Medium Warehouse;21;3005;0
3138;Steel Terrace Lamp;0;3006;0
3139;Bronze Terrace Lamp;0;3007;0
3140;Bonsai in a Round Pot;0;3008;0
3141;Bonsai in a Square Pot;0;3009;0
3142;Bonsai in Lotus-Shaped Pot;0;3010;0
3143;Tomato Plant;0;3011;0
3144;Yellow Tomato Plant;0;3012;0
3145;Tomato Plant in Terracotta Pot;0;3013;0
3146;Yellow Tomato Plant in Terracotta Pot;0;3014;0
3147;White Shelf;0;3015;0
3148;Pink Shelf;0;3016;0
3149;Marble Wooly Sculpture;0;3017;0
3150;Golden Wooly Sculpture;0;3018;0
3151;Orange Flowers in White Tub;3;3020;0
3152;Colourful Flowers in Brown Tub;3;3021;0
3153;Orange Flowers in Brown Tub;3;3022;0
3154;Colourful Flowers in White Tub;3;3023;0
3155;Bronze Dryad Sculpture;12;3024;0
3156;Green Dryad Sculpture;12;3025;0
3157;Modern Bronze Lantern;6;3026;0
3158;Modern Steel Lantern;6;3027;0
3159;White Parasol;4;3028;0
3160;Striped Parasol;4;3029;0
3161;Pink Parasol;4;3030;0
3162;Starry Parasol;4;3031;0
3163;Dark Green Bush;1;3032;0
3164;Bush with Yellow Fruits;1;3033;0
3165;Light Green Bush;1;3034;0
3166;Bush with Red Fruits;1;3035;0
3167;White Lily in Blue Pot;0;3036;0
3168;White Lily in Terracotta Pot;0;3037;0
3169;White Lily in Green Pot;0;3038;0
3170;Yellow Lily in Blue Pot;0;3039;0
3171;Yellow Lily in Terracotta Pot;0;3040;0
3172;Yellow Lily in Green Pot;0;3041;0
3173;Red Lily in Blue Pot;0;3042;0
3174;Red Lily in Terracotta Pot;0;3043;0
3175;Red Lily in Green Pot;0;3044;0
3176;Purple Hyacinth in Blue Pot;0;3045;0
3177;Purple Hyacinth in Terracotta Pot;0;3046;0
3178;Purple Hyacinth in Green Pot;0;3047;0
3179;Pink Hyacinth in Blue Pot;0;3048;0
3180;Pink Hyacinth in Terracotta Pot;0;3049;0
3181;Pink Hyacinth in Green Pot;0;3050;0
3182;Dusky Pink Hyacinth in Blue Pot;0;3051;0
3183;Dusky Pink Hyacinth in Terracotta Pot;0;3052;0
3184;Dusky Pink Hyacinth in Green Pot;0;3053;0
3185;Elephant Sculpture;0;3054;0
3186;Hamster Sculpture;8;3055;0
3187;Little Pink Picnic Set;4;3056;0
3188;Bushtail Sculpture;0;3057;0
3189;Romantic Pond;0;3059;0
3190;Flower Bed of Red Roses;0;3063;0
3191;Flower Bed of White Roses;0;3064;0
3192;Small Tent;0;3069;0
3193;Pink Carpet;0;3070;0
3194;Green Carpet;0;3071;0
3195;Decorative Granite Stone;0;3072;0
3196;Decorative Quartz Stone;0;3073;0
3197;Light Decorative Rocks;0;3074;0
3198;Dark Decorative Rocks;0;3075;0
3199;Antique Tea Table;0;3078;0
3200;Luxury Tea Table;0;3079;0
3201;Mahogany Banquet Table;0;3080;0
3202;Pine Banquet Table;0;3081;0
3203;Marble Dinner Table;0;3082;0
3204;Cherry Wood Dinner Table;0;3083;0
3205;Pink Birthday Party Table;0;3084;0
3206;Orange Birthday Party Table;0;3085;0
3207;Dark Green Tree;0;3086;0
3208;Tree with Red Fruit;0;3087;0
3209;Tree with Yellow Fruit;0;3088;0
3210;Light Green Tree;0;3089;0
3211;Chestnut Pot with Violas;0;3090;0
3212;Chestnut Pot with Summer Flowers;0;3091;0
3213;Chestnut Pot with Pink Flowers;0;3092;0
3214;Oak Pot with Violas;0;3093;0
3215;Oak Pot with Summer Flowers;0;3094;0
3216;Oak Pot with Pink Flowers;0;3095;0
3217;Heart of Red Roses;0;3096;0
3218;Heart of White Roses;0;3097;0
3219;Blue Luxury Picnic Set;0;3098;0
3220;Red Luxury Picnic Set;0;3099;0
3221;Golden Fox Sculpture;0;3100;0
3222;Marble Fox Sculpture;0;3101;0
3223;Large Warehouse;35;3102;0
3224;Beach House;0;3103;0
3225;Antique Steel Lantern;0;3108;0
3226;Antique Bronze Lantern;0;3109;0
3227;Tree with Orange Fruit;0;3110;0
3228;Tree with Pink Fruit;0;3111;0
3229;Extra Large Warehouse (30 Days);56;3112;0
3230;Christmas Tree;0;3113;0
3231;Christmas Decoration;0;3114;0
3232;Extra Large Warehouse (Permanent);56;3112;0
3800;Miniland Theme "Spring";0;3000;0
3801;Miniland Theme "Summer";0;3000;0
3802;Miniland Theme "Autumn";0;3000;0
3803;Miniland Theme "Winter";0;3000;0
4000;Desert Robbers' Longsword;83;349;2
4001;Great Leader's Cut Sword;90;4001;2
4002;Desert Robbers' Bow;83;353;4
4003;Great Leader's Recurve Bow;90;4003;4
4004;Desert Robbers' Walking Stick;83;356;8
4005;Great Leader's Magic Wand;90;4005;8
4006;Desert Vagabond's Crossbow;80;291;2
4007;Great Leader's Crossbow;90;352;2
4008;Desert Scorpion Dagger;80;289;4
4009;Great Leader's Knife;90;351;4
4010;Desert Magician's Magic Wand;80;293;8
4011;Great Leader's Magic Weapon;90;355;8
4012;Robber Gang's Golden Armour;85;298;2
4013;Commander's Heavy Armour;90;360;2
4014;Robber Gang's Shining Armour;88;409;2
4015;Robber Gang's Golden Tunic;85;296;4
4016;Commander's Leather Armour;90;359;4
4017;Robber Gang's Shining Leather Armour;88;410;4
4018;Robber Gang's Golden Robe;85;272;8
4019;Commander's Robe;90;358;8
4020;Robber Gang's Shining Robe;88;411;8
4021;Master Robber's Hat;75;894;30
4022;Commander's Turban;80;893;30
4023;Great Leader's Turban;80;893;30
4024;Sand Spirit's Protective Helmet;75;917;30
4025;Wind Spirit's Protective Helmet;75;917;30
4026;Desert Robbers' Protective Helmet;75;894;30
4027;Merchant Protective Helmet;75;917;30
4028;Newcomer Robbers' Headband;75;894;30
4029;Master Robber's Mask;75;366;14
4030;Merchant Mask;75;362;14
4031;Robber Mask;75;361;14
4032;First Aid Mask;75;362;14
4033;Inspector's Mask;75;361;14
4034;Mask of the Elite;80;363;30
4035;Commander's Mask;80;225;30
4036;Robber Gang's Silver Gloves;75;716;0
4037;Robber Gang's Shining Gloves;75;61;0
4038;Sea View Gloves;75;705;0
4039;Black Stone Leather Gloves;75;703;0
4040;Master Robber's Gloves;75;707;0
4041;Robber Gang's Silver Shoes;75;710;0
4042;Robber Gang's Shining Shoes;75;711;0
4043;Sea View Boots;75;65;0
4044;Black Stone Leather Boots;75;721;0
4045;Master Robber's Shoes;75;722;0
4046;Tarot Card (Fool);1;656;0
4047;Tarot Card (The Magician);1;657;0
4048;Tarot Card (The Lovers);1;658;0
4049;Tarot Card (The Hermit);1;659;0
4050;Tarot Card (Death);1;660;0
4051;Tarot Card (The Devil);1;661;0
4052;Tarot Card (The Tower);1;662;0
4053;Tarot Card (The Star);1;663;0
4054;Tarot Card (The Moon);1;664;0
4055;Tarot Card (The Sun);1;588;0
4056;Lightning Talisman;60;578;0
4057;Wave Talisman;60;579;0
4058;Cloud Talisman;60;581;0
4059;Wind Talisman;60;582;0
4060;Fire Talisman;60;584;0
4061;Football Bushtail;1;776;0
4062;Referee Bushtail;1;777;0
4063;Rusty Robby;1;784;0
4064;Aqua Bushi Hat (Permanent);20;1414;14
4065;Aqua Bushi Costume (Permanent);20;1415;14
4066;Super Pumpkin Bushi;1;950;0
4067;Santa Bushtail Costume (1 Day);20;1513;14
4068;Santa Bushtail Hat (1 Day);20;1512;14
4069;Santa Bushtail Costume (7 Days);20;1513;14
4070;Santa Bushtail Hat (7 Days);20;1512;14
4071;Santa Bushtail Costume (30 Days);20;1513;14
4072;Santa Bushtail Hat (30 Days);20;1512;14
4073;Santa Bushi Costume (Permanent);20;1513;14
4074;Santa Bushtail Hat (Permanent);20;1512;14
4075;Christmas Costume (Permanent);20;976;14
4076;Christmas Hat (Permanent);20;973;14
4077;Santa Bushi Costume (Permanent);20;1513;14
4078;Santa Bushtail Hat (Permanent);20;1512;14
4079;none;1;348;0
4080;Special Ops Bushi;1;1418;0
4081;Shiny Chicken Queen's Egg (Event);1;1406;0
4082;Chicken Queen's Egg (Event);1;1409;0
4083;Raid Box (Event);0;302;0
4084;Chick Norris' Egg;1;4084;0
4085;Black Bushi;1;1419;0
4086;Blue Bushi;1;1420;0
4087;Green Bushi;1;1421;0
4088;Red Bushi;1;1422;0
4089;Pink Bushi;1;1423;0
4090;Turquoise Bushi;1;1424;0
4091;Yellow Bushi;1;1425;0
4092;none;20;969;14
4093;none;20;969;14
4094;none;20;969;14
4095;none;20;971;14
